run_id,timestamp,schema_name,complexity,question,num_queries,model,consistency_score,successful_queries,failed_queries,unique_results,confidence_score,models_contributing,total_unique_confidence_results,is_tied,num_tied_results,model_result_rank
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,minimax/minimax-m2.5,0.6666666666666666,3,0,2,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,google/gemini-3-flash-preview,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,moonshotai/kimi-k2.5,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,deepseek/deepseek-chat-v3-0324,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,anthropic/claude-sonnet-4.6,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,qwen/qwen3-coder,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,z-ai/glm-5,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,openai/gpt-oss-120b,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,x-ai/grok-4.1-fast,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.627767Z,assets_maintenance,complex,What are the names of all maintenance engineers?,3,stepfun/step-3.5-flash,1.0,3,0,1,0.9666666666666666,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,minimax/minimax-m2.5,0.8,5,0,2,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,google/gemini-3-flash-preview,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,moonshotai/kimi-k2.5,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,deepseek/deepseek-chat-v3-0324,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,anthropic/claude-sonnet-4.6,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,qwen/qwen3-coder,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,z-ai/glm-5,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,openai/gpt-oss-120b,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,x-ai/grok-4.1-fast,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.638604Z,assets_maintenance,complex,What are the names of all maintenance engineers?,5,stepfun/step-3.5-flash,1.0,5,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,minimax/minimax-m2.5,0.9,10,0,2,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,google/gemini-3-flash-preview,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,moonshotai/kimi-k2.5,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,deepseek/deepseek-chat-v3-0324,0.9,10,0,2,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,anthropic/claude-sonnet-4.6,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,qwen/qwen3-coder,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,z-ai/glm-5,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,openai/gpt-oss-120b,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,x-ai/grok-4.1-fast,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.651394Z,assets_maintenance,complex,What are the names of all maintenance engineers?,10,stepfun/step-3.5-flash,1.0,10,0,1,0.9800000000000001,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,minimax/minimax-m2.5,0.8,15,0,2,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,google/gemini-3-flash-preview,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,moonshotai/kimi-k2.5,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,deepseek/deepseek-chat-v3-0324,0.9230769230769231,13,2,2,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,anthropic/claude-sonnet-4.6,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,qwen/qwen3-coder,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,z-ai/glm-5,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,openai/gpt-oss-120b,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,x-ai/grok-4.1-fast,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.664375Z,assets_maintenance,complex,What are the names of all maintenance engineers?,15,stepfun/step-3.5-flash,1.0,15,0,1,0.9723076923076924,10,2,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,minimax/minimax-m2.5,0.84,25,0,2,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,google/gemini-3-flash-preview,1.0,25,0,1,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,moonshotai/kimi-k2.5,1.0,25,0,1,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,deepseek/deepseek-chat-v3-0324,0.9545454545454546,22,3,2,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,anthropic/claude-sonnet-4.6,1.0,25,0,1,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,qwen/qwen3-coder,1.0,25,0,1,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,z-ai/glm-5,1.0,25,0,1,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,openai/gpt-oss-120b,1.0,25,0,1,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,x-ai/grok-4.1-fast,0.96,25,0,2,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.675329Z,assets_maintenance,complex,What are the names of all maintenance engineers?,25,stepfun/step-3.5-flash,1.0,25,0,1,0.9754545454545454,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,minimax/minimax-m2.5,0.8666666666666667,30,0,2,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,google/gemini-3-flash-preview,1.0,30,0,1,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,moonshotai/kimi-k2.5,1.0,30,0,1,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,deepseek/deepseek-chat-v3-0324,0.9259259259259259,27,3,2,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,anthropic/claude-sonnet-4.6,1.0,30,0,1,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,qwen/qwen3-coder,1.0,30,0,1,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,z-ai/glm-5,1.0,30,0,1,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,openai/gpt-oss-120b,1.0,30,0,1,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,x-ai/grok-4.1-fast,0.9666666666666667,30,0,2,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.692292Z,assets_maintenance,complex,What are the names of all maintenance engineers?,30,stepfun/step-3.5-flash,1.0,30,0,1,0.975925925925926,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,minimax/minimax-m2.5,0.8857142857142857,35,0,2,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,google/gemini-3-flash-preview,1.0,35,0,1,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,moonshotai/kimi-k2.5,1.0,35,0,1,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,deepseek/deepseek-chat-v3-0324,0.90625,32,3,2,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,anthropic/claude-sonnet-4.6,1.0,35,0,1,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,qwen/qwen3-coder,1.0,35,0,1,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,z-ai/glm-5,1.0,35,0,1,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,openai/gpt-oss-120b,1.0,35,0,1,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,x-ai/grok-4.1-fast,0.9714285714285714,35,0,2,0.9763392857142857,10,3,false,0,1
2b12858deed2727aae83e9eb790abab9,2026-03-10T17:45:44.703430Z,assets_maintenance,complex,What are the names of all maintenance engineers?,35,stepfun/step-3.5-flash,1.0,35,0,1,0.9763392857142857,10,3,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,minimax/minimax-m2.5,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,google/gemini-3-flash-preview,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,moonshotai/kimi-k2.5,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,deepseek/deepseek-chat-v3-0324,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,anthropic/claude-sonnet-4.6,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,qwen/qwen3-coder,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,z-ai/glm-5,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,openai/gpt-oss-120b,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,x-ai/grok-4.1-fast,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.210794Z,assets_maintenance,complex,List all parts in the system.,1,stepfun/step-3.5-flash,1.0,1,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,minimax/minimax-m2.5,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,google/gemini-3-flash-preview,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,moonshotai/kimi-k2.5,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,deepseek/deepseek-chat-v3-0324,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,anthropic/claude-sonnet-4.6,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,qwen/qwen3-coder,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,z-ai/glm-5,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,openai/gpt-oss-120b,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,x-ai/grok-4.1-fast,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.234171Z,assets_maintenance,complex,List all parts in the system.,3,stepfun/step-3.5-flash,1.0,3,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,minimax/minimax-m2.5,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,google/gemini-3-flash-preview,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,moonshotai/kimi-k2.5,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,deepseek/deepseek-chat-v3-0324,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,anthropic/claude-sonnet-4.6,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,qwen/qwen3-coder,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,z-ai/glm-5,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,openai/gpt-oss-120b,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,x-ai/grok-4.1-fast,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.244783Z,assets_maintenance,complex,List all parts in the system.,5,stepfun/step-3.5-flash,1.0,5,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,minimax/minimax-m2.5,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,google/gemini-3-flash-preview,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,moonshotai/kimi-k2.5,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,deepseek/deepseek-chat-v3-0324,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,anthropic/claude-sonnet-4.6,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,qwen/qwen3-coder,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,z-ai/glm-5,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,openai/gpt-oss-120b,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,x-ai/grok-4.1-fast,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.256057Z,assets_maintenance,complex,List all parts in the system.,10,stepfun/step-3.5-flash,1.0,10,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,minimax/minimax-m2.5,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,google/gemini-3-flash-preview,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,moonshotai/kimi-k2.5,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,deepseek/deepseek-chat-v3-0324,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,anthropic/claude-sonnet-4.6,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,qwen/qwen3-coder,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,z-ai/glm-5,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,openai/gpt-oss-120b,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,x-ai/grok-4.1-fast,1.0,15,0,1,1.0,10,1,false,0,1
11145c7f62aecc6eddfd09287b6792b4,2026-03-10T17:47:15.271064Z,assets_maintenance,complex,List all parts in the system.,15,stepfun/step-3.5-flash,1.0,15,0,1,1.0,10,1,false,0,1
