run_id,schema_name,complexity,question,model,checkpoint,consistency_score,successful_queries,failed_queries,unique_results
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,google/gemini-3-flash-preview,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,google/gemini-3-flash-preview,25,1.0,25,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,google/gemini-3-flash-preview,30,1.0,30,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,google/gemini-3-flash-preview,35,1.0,35,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,google/gemini-3-flash-preview,40,1.0,40,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,10,1.0,10,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,25,1.0,25,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,30,1.0,30,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,35,1.0,35,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,moonshotai/kimi-k2.5,40,1.0,40,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,10,0.9,10,0,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,15,0.9230769230769231,13,2,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,25,0.9545454545454546,22,3,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,30,0.9259259259259259,27,3,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,35,0.90625,32,3,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,deepseek/deepseek-chat-v3-0324,40,0.918918918918919,37,3,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,10,1.0,10,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,25,1.0,25,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,30,1.0,30,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,35,1.0,35,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,anthropic/claude-sonnet-4.6,40,1.0,40,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,10,1.0,10,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,25,1.0,25,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,30,1.0,30,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,35,1.0,35,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,qwen/qwen3-coder,40,1.0,40,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,10,1.0,10,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,25,1.0,25,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,30,1.0,30,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,35,1.0,35,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,z-ai/glm-5,40,1.0,40,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,10,1.0,10,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,25,1.0,25,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,30,1.0,30,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,35,1.0,35,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,openai/gpt-oss-120b,40,1.0,40,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,10,1.0,10,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,25,0.96,25,0,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,30,0.9666666666666667,30,0,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,x-ai/grok-4.1-fast,35,0.9714285714285714,35,0,2
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,1,1.0,1,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,3,1.0,3,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,5,1.0,5,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,10,1.0,10,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,15,1.0,15,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,25,1.0,25,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,30,1.0,30,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,35,1.0,35,0,1
2b12858deed2727aae83e9eb790abab9,assets_maintenance,complex,What are the names of all maintenance engineers?,stepfun/step-3.5-flash,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,minimax/minimax-m2.5,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,google/gemini-3-flash-preview,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,moonshotai/kimi-k2.5,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,deepseek/deepseek-chat-v3-0324,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,anthropic/claude-sonnet-4.6,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,qwen/qwen3-coder,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,z-ai/glm-5,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,openai/gpt-oss-120b,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,x-ai/grok-4.1-fast,40,1.0,40,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,1,1.0,1,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,3,1.0,3,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,5,1.0,5,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,10,1.0,10,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,15,1.0,15,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,25,1.0,25,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,30,1.0,30,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,35,1.0,35,0,1
11145c7f62aecc6eddfd09287b6792b4,assets_maintenance,complex,List all parts in the system.,stepfun/step-3.5-flash,40,1.0,40,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,1,1.0,1,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,3,1.0,3,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,5,1.0,5,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,10,1.0,10,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,15,0.9333333333333333,15,0,2
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,25,0.96,25,0,2
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,30,0.9666666666666667,30,0,2
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,minimax/minimax-m2.5,35,0.9142857142857143,35,0,2
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,1,1.0,1,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,3,1.0,3,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,5,1.0,5,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,10,1.0,10,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,15,1.0,15,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,25,1.0,25,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,30,1.0,30,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,35,1.0,35,0,1
cf17e05fa2ccb34a3bf22d9ae5cc9054,assets_maintenance,complex,How many assets are currently in the system?,google/gemini-3-flash-preview,40,1.0,40,0,1
